Titulo;Precio;m2;Telefono;Descripcion;Link;Direccion;Observaciones;
Mercado de Santa Maria, Paseo Santa Maria de la Cabeza, 41;487;20;;  ;https://belbex.com/detalles/mercado-de-santa-maria-paseo-santa-mar-a-de-la-cabeza-41/fm0897/alquiler/;Mercado de Santa María, Paseo Santa María de la Cabeza, 41Arganzuela, Madrid, 28019;Planta Baja;
Calle Cristo de la Victoria, 108;450;39;;  ;https://belbex.com/detalles/calle-cristo-de-la-victoria-108/gt5936/alquiler/;Calle Cristo de la Victoria, 108Usera, Madrid, 28026;Planta Baja;
Calle Ayala;5.600;362;;  ;https://belbex.com/detalles/calle-ayala/kr6639/alquiler/;Calle AyalaSalamanca, Madrid, 28001;Planta Baja;
Calle Meson de Paredes, 26;1.250;94;;  ;https://belbex.com/detalles/calle-meson-de-paredes-26/kv2911/alquiler/;Calle Mesón de Paredes, 26Centro, Madrid, 28012;Planta Baja;
Avenida Felipe II, 6;790;150;;  ;https://belbex.com/detalles/avenida-felipe-ii-6/ui5619/alquiler/;Avenida Felipe II, 6Salamanca, Madrid, 28009;Planta Semisótano;
Calle Castilla, 29;600;43;;  ;https://belbex.com/detalles/calle-castilla-29/wg0212/alquiler/;Calle Castilla, 29Tetuán, Madrid, 28039;Planta Baja;
Calle Juan Bravo, 57;1.650;84;;  ;https://belbex.com/detalles/calle-juan-bravo-57/xj6140/alquiler/;Calle Juan Bravo, 57Salamanca, Madrid, 28006;Planta Baja;
Calle Ayala, 17;12.500;196;;  ;https://belbex.com/detalles/calle-ayala-17/dq8117/alquiler/;Calle Ayala, 17Salamanca, Madrid, 28001;Planta Baja;
Calle Jorge Juan, 15;21.000;161;;  ;https://belbex.com/detalles/calle-jorge-juan-15/it3792/alquiler/;Calle Jorge Juan, 15Salamanca, Madrid, 28001;Planta Baja;
Calle Reina Mercedes, 22;5.000;442;;  ;https://belbex.com/detalles/calle-reina-mercedes-22/mq3445/alquiler/;Calle Reina Mercedes, 22Tetuán, Madrid, 28020;Planta Baja;
Calle Reina Mercedes, 22;5.000;442;;  ;https://belbex.com/detalles/calle-reina-mercedes-22/mq3445/alquiler/;Calle Reina Mercedes, 22Tetuán, Madrid, 28020;Planta Baja;
Calle Velazquez, 95;17.500;224;;  ;https://belbex.com/detalles/calle-velazquez-95/wr2088/alquiler/;Calle Velázquez, 95Salamanca, Madrid, 28006;Planta Baja;
Calle Lagasca, 63;18.000;557;;  ;https://belbex.com/detalles/calle-lagasca-63/zf0500/alquiler/;Calle Lagasca, 63Salamanca, Madrid, 28001;Planta Baja;
Centro comercial La Plaza , Avenida Luxemburgo, 18;450;72;;  ;https://belbex.com/detalles/centro-comercial-la-plaza-avenida-luxemburgo-18/nc6368/alquiler/;Centro comercial La Plaza , Avenida Luxemburgo, 18Nuevo Baztán, Madrid, 28514;Planta 1;
Calle Norias;950;60;;  ;https://belbex.com/detalles/calle-norias/mv7466/alquiler/;Calle NoriasMajadahonda, Madrid, 28220;Planta Baja;
Calle Ferraz;3.200;180;;  ;https://belbex.com/detalles/calle-ferraz/en0329/alquiler/;Calle FerrazMoncloa - Aravaca, Madrid, 28008;Planta Baja;
Centro Comercial El Palacio, Carretera Boadilla Majadahonda, 50;8.000;2.000;;  ;https://belbex.com/detalles/centro-comercial-el-palacio-carretera-boadilla-majadahonda-50/at1578/alquiler/;Centro Comercial El Palacio, Carretera Boadilla-Majadahonda, 50Boadilla del Monte, Madrid, 28660;Planta Baja;
Centro Comercial El Palacio, Carretera Boadilla Majadahonda, 50;1.500;165;;  ;https://belbex.com/detalles/centro-comercial-el-palacio-carretera-boadilla-majadahonda-50/uh5186/alquiler/;Centro Comercial El Palacio, Carretera Boadilla-Majadahonda, 50Boadilla del Monte, Madrid, 28660;Planta 1;
Zona Getafe Norte;24.000;3.000;;  ;https://belbex.com/detalles/zona-getafe-norte/br5714/alquiler/;Zona Getafe NorteGetafe, Madrid, 28903;Planta Baja;
Calle Castro de Oro;8.000;705;;  ;https://belbex.com/detalles/calle-castro-de-oro/jm3690/alquiler/;Calle Castro de OroCarabanchel, Madrid, 28019;Planta Baja;
Zona Quintana;4.900;600;;  ;https://belbex.com/detalles/zona-quintana/th5062/alquiler/;Zona QuintanaCiudad Lineal, Madrid, 28017;Planta Baja;
Zona Centro;14.000;784;;  ;https://belbex.com/detalles/zona-centro/tj6714/alquiler/;Zona CentroPinto, Madrid, 28320;Planta Baja;
Zona Pacifico;12.000;807;;  ;https://belbex.com/detalles/zona-pacifico/yo3887/alquiler/;Zona PacíficoRetiro, Madrid, 28007;Planta Baja;
Zona Centro;6.500;504;;  ;https://belbex.com/detalles/zona-centro/zv9455/alquiler/;Zona CentroPinto, Madrid, 28320;Planta Baja;
Calle Nieremberg, 2;Desde1.900;110   330;;  ;https://belbex.com/detalles/calle-nieremberg-2/hn9949/alquiler/;Calle Nieremberg, 2Chamartín, Madrid, 28002;Planta Baja;
Plaza Ventura Rodriguez, 1;500;74;;  ;https://belbex.com/detalles/plaza-ventura-rodriguez-1/fl2709/alquiler/;Plaza Ventura Rodríguez, 1Leganés, Madrid, 28912;Planta Baja;
Calle Principe de Vergara, 258;5.500;80;;  ;https://belbex.com/detalles/calle-principe-de-vergara-258/rk6270/alquiler/;Calle Príncipe de Vergara, 258Chamartín, Madrid, 28016;Planta Baja;
Calle Pozo, 14;450;54;;  ;https://belbex.com/detalles/calle-pozo-14/vo6253/alquiler/;Calle Pozo, 14Brunete, Madrid, 28690;Planta Baja;
Calle Irlanda;1.300;174;;  ;https://belbex.com/detalles/calle-irlanda/rr9216/alquiler/;Calle IrlandaFuenlabrada, Madrid, 28943;Planta Baja;
Calle Zamora;500;60;;  ;https://belbex.com/detalles/calle-zamora/rz7453/alquiler/;Calle ZamoraFuenlabrada, Madrid, 28941;Planta Baja;
Zona Centro;1.500;114;;  ;https://belbex.com/detalles/zona-centro/xt5203/alquiler/;Zona CentroPinto, Madrid, 28320;Planta Baja;
Zona Centro;1.750;150;;  ;https://belbex.com/detalles/zona-centro/te7810/alquiler/;Zona CentroPinto, Madrid, 28320;Planta Baja;
Zona Centro;400;52;;  ;https://belbex.com/detalles/zona-centro/rc0925/alquiler/;Zona CentroPinto, Madrid, 28320;Planta Baja;
Calle Hospital de San Jose, 31;4.500;724;;  ;https://belbex.com/detalles/calle-hospital-de-san-jose-31/uv3397/alquiler/;Calle Hospital de San José, 31Getafe, Madrid, 28901;Planta Baja;
Calle Madrid, 98;4.500;200;;  ;https://belbex.com/detalles/calle-madrid-98/qg2157/alquiler/;Calle Madrid, 98Getafe, Madrid, 28902;Planta Baja;
Calle Castilla, 4;800;140;;  ;https://belbex.com/detalles/calle-castilla-4/hx1665/alquiler/;Calle Castilla, 4Getafe, Madrid, 28901;Planta Baja;
Calle Pinar;300;28;;  ;https://belbex.com/detalles/calle-pinar/bu9503/alquiler/;Calle PinarMeco, Madrid, 28880;Planta Baja;
Calle Pinar;900;74;;  ;https://belbex.com/detalles/calle-pinar/gz7546/alquiler/;Calle PinarMeco, Madrid, 28880;Planta Baja;
Calle Pinar;1.260;105;;  ;https://belbex.com/detalles/calle-pinar/kt6445/alquiler/;Calle PinarMeco, Madrid, 28880;Planta Baja;
Calle Pinar;450;60;;  ;https://belbex.com/detalles/calle-pinar/uw2706/alquiler/;Calle PinarMeco, Madrid, 28880;Planta Baja;
Plaza Carballo;600;80;;  ;https://belbex.com/detalles/plaza-carballo/ya8313/alquiler/;Plaza CarballoFuencarral - El Pardo, Madrid, 28029;Planta Baja;
Barrio del Pilar;550;45;;  ;https://belbex.com/detalles/barrio-del-pilar/qs8020/alquiler/;Barrio del PilarFuencarral - El Pardo, Madrid, 28029;Planta Baja;
Zona Barrio del Pilar;600;96;;  ;https://belbex.com/detalles/zona-barrio-del-pilar/oo9883/alquiler/;Zona Barrio del PilarFuencarral - El Pardo, Madrid, 28029;Planta Baja;
Calle Alberto Aguilera, 48;4.000;140;;  ;https://belbex.com/detalles/calle-alberto-aguilera-48/th6740/alquiler/;Calle Alberto Aguilera, 48Chamberí, Madrid, 28015;Planta Baja;
Avenida de Filipinas, Vallehermoso;800;56;;  ;https://belbex.com/detalles/avenida-de-filipinas-vallehermoso/hd4633/alquiler/;Avenida de Filipinas, VallehermosoChamberí, Madrid, 28003;Planta Baja;
Centro;1.200;492;;  ;https://belbex.com/detalles/centro/cd7326/alquiler/;CentroParla, Madrid, 28980;Planta Baja;
Sector III;400;21;;  ;https://belbex.com/detalles/sector-iii/md2721/alquiler/;Sector IIIGetafe, Madrid, 28905;Planta 1;
Avenida Chaparral;500;98;;  ;https://belbex.com/detalles/avenida-chaparral/ld4994/alquiler/;Avenida ChaparralSan Sebastián de los Reyes, Madrid, 28701;Planta Baja;
Calle Padre Damian, 48;9.000;788;;  ;https://belbex.com/detalles/calle-padre-damian-48/dm0824/alquiler/;Calle Padre Damián, 48Chamartín, Madrid, 28036;Planta Baja;
Calle Napoles;5.400;846;;  ;https://belbex.com/detalles/calle-napoles/es0093/alquiler/;Calle NápolesHortaleza, Madrid, 28043;Planta Baja;
Calle German Perez Carrasco;1.500;220;;  ;https://belbex.com/detalles/calle-german-perez-carrasco/iy0923/alquiler/;Calle Germán Pérez CarrascoCiudad Lineal, Madrid, 28027;Planta Baja;
Zona Timon, Barajas;400;40;;  ;https://belbex.com/detalles/zona-timon-barajas/sf7981/alquiler/;Zona Timón, BarajasBarajas, Madrid, 28042;Planta Baja;
Calle Rufino Gonzalez, 14;3.500;670;;  ;https://belbex.com/detalles/calle-rufino-gonzalez-14/rm2710/alquiler/;Calle Rufino González, 14San Blas - Canillejas, Madrid, 28037;Planta 1;
Calle Jaboneria;600;38;;  ;https://belbex.com/detalles/calle-jaboneria/wi6894/alquiler/;Calle JaboneríaAlcorcón, Madrid, 28921;Planta Baja;
Plaza Carretas, 4;2.000;150;;  ;https://belbex.com/detalles/plaza-carretas-4/qs7820/alquiler/;Plaza Carretas, 4Getafe, Madrid, 28901;Planta Baja;
Calle Jeronima Llorente, 37;1.600;306;;  ;https://belbex.com/detalles/calle-jeronima-llorente-37/lc6148/alquiler/;Calle Jerónima Llorente, 37Tetuán, Madrid, 28039;Planta Baja;
Plaza Constitucion;850;86;;  ;https://belbex.com/detalles/plaza-constitucion/xj4385/alquiler/;Plaza ConstituciónÁlamo (El), Madrid, 28607;Planta Baja;
Calle Doctor Romero, 5;700;180;;  ;https://belbex.com/detalles/calle-doctor-romero-5/fd0534/alquiler/;Calle Doctor Romero, 5San Martín de Valdeiglesias, Madrid, 28680;Planta Baja;
Calle Via Complutense, 42;1.900;80;;  ;https://belbex.com/detalles/calle-via-complutense-42/bv1102/alquiler/;Calle Vía Complutense, 42Alcalá de Henares, Madrid, 28805;Planta Baja;
Calle Zurbaran, 16;15.000;605;;  ;https://belbex.com/detalles/calle-zurbaran-16/jk4468/alquiler/;Calle Zurbarán, 16Chamberí, Madrid, 28010;Planta Baja;
Calle Granada;1.775;145;;  ;https://belbex.com/detalles/calle-granada/qs7083/alquiler/;Calle GranadaRetiro, Madrid, 28007;Planta Baja;
Calle Antonio Perez;1.705;85;;  ;https://belbex.com/detalles/calle-antonio-perez/xz9393/alquiler/;Calle Antonio PérezChamartín, Madrid, 28002;Planta Baja;
Calle Oliva;4.000;365;;  ;https://belbex.com/detalles/calle-oliva/mo7350/alquiler/;Calle OlivaValdemoro, Madrid, 28341;Planta Baja;
Calle Luis Peidro;850;78;;  ;https://belbex.com/detalles/calle-luis-peidro/uu5951/alquiler/;Calle Luis PeidróRetiro, Madrid, 28007;Planta Baja;
Calle Marroquina;3.200;340;;  ;https://belbex.com/detalles/calle-marroquina/wa0535/alquiler/;Calle MarroquinaMoratalaz, Madrid, 28030;Planta Baja;
Calle Maestro Angel Llorca;3.500;217;;  ;https://belbex.com/detalles/calle-maestro-ngel-llorca/qx5950/alquiler/;Calle Maestro Ángel LlorcaChamberí, Madrid, 28003;Planta Baja;
Calle Antonio Acuna, 12;Precioaconsultar;76;;  ;https://belbex.com/detalles/calle-antonio-acuna-12/mc7227/alquiler/;Calle Antonio Acuña, 12Salamanca, Madrid, 28009;Planta Baja;
Zona Santa Eugenia;3.000;200;;  ;https://belbex.com/detalles/zona-santa-eugenia/xw4575/alquiler/;Zona Santa EugeniaVilla de Vallecas, Madrid, 28031;Planta Baja;
Avenida Abrantes;3.400;143;;  ;https://belbex.com/detalles/avenida-abrantes/ir1590/alquiler/;Avenida AbrantesCarabanchel, Madrid, 28025;Planta Baja;
Calle Martin Iriarte, 2;Precioaconsultar;100   1.003;;  ;https://belbex.com/detalles/calle-martin-iriarte-2/ge8037/alquiler/;Calle Martín Iriarte, 2Rozas de Madrid (Las), Madrid, 28290;Planta Baja;
Calle Martin Iriarte, 2;Precioaconsultar;100   1.003;;  ;https://belbex.com/detalles/calle-martin-iriarte-2/ge8037/alquiler/;Calle Martín Iriarte, 2Rozas de Madrid (Las), Madrid, 28290;Planta Baja;
Calle los Madrazo, 10;7.000;197;;  ;https://belbex.com/detalles/calle-los-madrazo-10/iu6260/alquiler/;Calle los Madrazo, 10Centro, Madrid, 28014;Planta Baja;
Calle los Madrazo, 6, 8P y 10;45.000;2.222;;  ;https://belbex.com/detalles/calle-los-madrazo-6-8p-y-10/tw3717/alquiler/;Calle los Madrazo, 6, 8P y 10Centro, Madrid, 28014;Planta Baja;
Calle Velazquez, 136;Precioaconsultar;4.400;;  ;https://belbex.com/detalles/calle-velazquez-136/uu3368/alquiler/;Calle Velázquez, 136Chamartín, Madrid, 28006;Planta Baja;
Calle Doctor Esquerdo;2.100;150;;  ;https://belbex.com/detalles/calle-doctor-esquerdo/im9864/alquiler/;Calle Doctor EsquerdoRetiro, Madrid, 28009;Planta Baja;
Centro Comercial Zoco, Calle Barlovento, 30;Precioaconsultar;6;;  ;https://belbex.com/detalles/centro-comercial-zoco-calle-barlovento-30/ch0407/alquiler/;Centro Comercial Zoco, Calle Barlovento, 30Pozuelo de Alarcón, Madrid, 28223;Planta Baja;
Calle Pilar de Zaragoza, 50;650;62;;  ;https://belbex.com/detalles/calle-pilar-de-zaragoza-50/ja9098/alquiler/;Calle Pilar de Zaragoza, 50Salamanca, Madrid, 28028;Planta Baja;
Calle Ribera de Curtidores, 26;1.000;100;;  ;https://belbex.com/detalles/calle-ribera-de-curtidores-26/kl4256/alquiler/;Calle Ribera de Curtidores, 26Centro, Madrid, 28005;Planta Baja;
Calle Henri Dunant;1.800;75;;  ;https://belbex.com/detalles/calle-henri-dunant/co9115/alquiler/;Calle Henri DunantChamartín, Madrid, 28036;Planta Baja;
Calle Felix Boix;5.000;270;;  ;https://belbex.com/detalles/calle-felix-boix/zy8164/alquiler/;Calle Felix BoixChamartín, Madrid, 28036;Planta Baja;
Calle Ribera de los Curtidores, 26;1.700;140;;  ;https://belbex.com/detalles/calle-ribera-de-los-curtidores-26/kb5265/alquiler/;Calle Ribera de los Curtidores, 26Centro, Madrid, 28005;Planta Baja;
Calle Eras San Isidro;700;70;;  ;https://belbex.com/detalles/calle-eras-san-isidro/fl4730/alquiler/;Calle Eras San IsidroAlcalá de Henares, Madrid, 28805;Planta Baja;
Avenida Moratalaz;500;30;;  ;https://belbex.com/detalles/avenida-moratalaz/fs5484/alquiler/;Avenida MoratalazMoratalaz, Madrid, 28030;Planta Baja;
Casco Historico de Vallecas;1.100;182;;  ;https://belbex.com/detalles/casco-historico-de-vallecas/ml8083/alquiler/;Casco Histórico de VallecasVilla de Vallecas, Madrid, 28031;Planta Baja;
Calle Panama, 14;17.500;2.187;;  ;https://belbex.com/detalles/calle-panama-14/eo0142/alquiler/;Calle Panamá, 14Chamartín, Madrid, 28036;Planta Baja;
Calle Pablo Picasso;1.800;143;;  ;https://belbex.com/detalles/calle-pablo-picasso/mg4981/alquiler/;Calle Pablo PicassoSan Fernando de Henares, Madrid, 28830;Planta Baja;
Avenida Reina Victoria, 70;2.800;345;;  ;https://belbex.com/detalles/avenida-reina-victoria-70/nd9112/alquiler/;Avenida Reina Victoria, 70Moncloa - Aravaca, Madrid, 28003;Planta Baja;
Calle Cruz;5.000;150;;  ;https://belbex.com/detalles/calle-cruz/eg5661/alquiler/;Calle CruzCentro, Madrid, 28012;Planta Baja;
Calle Ibiza, 66;7.000;208;;  ;https://belbex.com/detalles/calle-ibiza-66/zc6339/alquiler/;Calle Ibiza, 66Retiro, Madrid, 28009;Planta Baja;
Calle Jose Abascal, 22;3.500;179;;  ;https://belbex.com/detalles/calle-jose-abascal-22/zm6971/alquiler/;Calle José Abascal, 22Chamberí, Madrid, 28003;Planta Baja;
Avenida Plantio;1.300;95;;  ;https://belbex.com/detalles/avenida-plantio/jn7509/alquiler/;Avenida PlantíoCoslada, Madrid, 28820;Planta Baja;
Calle O'Donnell, 43;7.000;288;;  ;https://belbex.com/detalles/calle-o-donnell-43/av2820/alquiler/;Calle O'Donnell, 43Salamanca, Madrid, 28009;Planta Baja;
Plaza del Monte Ciruelo, 6;1.443;223;;  ;https://belbex.com/detalles/plaza-del-monte-ciruelo-6/lr6474/alquiler/;Plaza del Monte Ciruelo, 6Rivas-Vaciamadrid, Madrid, 28529;Planta Baja;
Plaza Monte Ciruelo, 5;1.101;340;;  ;https://belbex.com/detalles/plaza-monte-ciruelo-5/ur1795/alquiler/;Plaza Monte Ciruelo, 5Rivas-Vaciamadrid, Madrid, 28529;Planta Baja;
Plaza Madrid, 8;425;67;;  ;https://belbex.com/detalles/plaza-madrid-8/lz4299/alquiler/;Plaza Madrid, 8Rivas-Vaciamadrid, Madrid, 28529;Planta Baja;
Calle Fernandez de los Rios;2.900;140;;  ;https://belbex.com/detalles/calle-fernandez-de-los-rios/xh1087/alquiler/;Calle Fernández de los RíosChamberí, Madrid, 28015;Planta Baja;
Calle Bravo Murillo, 199;750;50;;  ;https://belbex.com/detalles/calle-bravo-murillo-199/qh9522/alquiler/;Calle Bravo Murillo, 199Tetuán, Madrid, 28020;Planta Baja;
Plaza General Palacio;3.000;223;;  ;https://belbex.com/detalles/plaza-general-palacio/gk5477/alquiler/;Plaza General PalacioGetafe, Madrid, 28901;Planta Baja;
Calle Sitio de Zaragoza;Precioaconsultar;223;;  ;https://belbex.com/detalles/calle-sitio-de-zaragoza/ag1295/alquiler/;Calle Sitio de ZaragozaMóstoles, Madrid, 28931;Planta Baja;
Calle Toledo;2.000;126;;  ;https://belbex.com/detalles/calle-toledo/qq4711/alquiler/;Calle ToledoGetafe, Madrid, 28901;Planta Baja;
Calle Mendez Alvaro;2.700;120;;  ;https://belbex.com/detalles/calle-mendez-lvaro/pz3329/alquiler/;Calle Méndez ÁlvaroArganzuela, Madrid, 28045;Planta Baja;
Calle Justiniano, 4;2.000;124;;  ;https://belbex.com/detalles/calle-justiniano-4/wj2484/alquiler/;Calle Justiniano, 4Centro, Madrid, 28004;Planta Baja;
Calle Hermanos Velasco;700;38;;  ;https://belbex.com/detalles/calle-hermanos-velasco/fc4448/alquiler/;Calle Hermanos VelascoTorrelodones, Madrid, 28250;Planta Baja;
Calle Vicente Muzas;1.400;168;;  ;https://belbex.com/detalles/calle-vicente-muzas/po9446/alquiler/;Calle Vicente MuzasCiudad Lineal, Madrid, 28043;Planta Baja;
Avenida Constitucion, 53;750;60;;  ;https://belbex.com/detalles/avenida-constitucion-53/an1288/alquiler/;Avenida Constitución, 53Coslada, Madrid, 28820;Planta Baja;
Paseo Jesuitas, 18;950;120;;  ;https://belbex.com/detalles/paseo-jesuitas-18/ap5690/alquiler/;Paseo Jesuitas, 18La Latina, Madrid, 28011;Planta Baja;
Calle Panama, 4;4.500;280;;  ;https://belbex.com/detalles/calle-panama-4/yi9107/alquiler/;Calle Panamá, 4Chamartín, Madrid, 28036;Planta Baja;
Calle Azahar, 4;600;105;;  ;https://belbex.com/detalles/calle-azahar-4/ra8635/alquiler/;Calle Azahar, 4Getafe, Madrid, 28903;Planta Baja;
Zona Centro;900;49;;  ;https://belbex.com/detalles/zona-centro/na4050/alquiler/;Zona CentroTorrelodones, Madrid, 28250;Planta Baja;
Calle Toledo;3.400;200;;  ;https://belbex.com/detalles/calle-toledo/eg9035/alquiler/;Calle ToledoArganzuela, Madrid, 28005;Planta Baja;
Calle Augusto Figueroa, 24;2.900;27;;  ;https://belbex.com/detalles/calle-augusto-figueroa-24/ju9144/alquiler/;Calle Augusto Figueroa, 24Centro, Madrid, 28004;Planta 1;
La Montana Cortijo de San Isidro;1.500;226;;  ;https://belbex.com/detalles/la-montana-cortijo-de-san-isidro/wu2719/alquiler/;La Montaña-Cortijo de San IsidroAranjuez, Madrid, 28300;Planta Baja;
Calle Padilla;995;65;;  ;https://belbex.com/detalles/calle-padilla/vh8154/alquiler/;Calle PadillaSalamanca, Madrid, 28006;Planta Baja;
Calle Fuente del Berro, 7;1.100;62;;  ;https://belbex.com/detalles/calle-fuente-del-berro-7/cx4110/alquiler/;Calle Fuente del Berro, 7Salamanca, Madrid, 28009;Planta Baja;
Calle Hermosilla;1.700;75;;  ;https://belbex.com/detalles/calle-hermosilla/sc7613/alquiler/;Calle HermosillaSalamanca, Madrid, 28009;Planta Baja;
Calle Mejico, 4;3.000;330;;  ;https://belbex.com/detalles/calle-mejico-4/xa4540/alquiler/;Calle Méjico, 4Salamanca, Madrid, 28028;Planta Baja;
Calle de Ayala;1.000;43;;  ;https://belbex.com/detalles/calle-de-ayala/xi7900/alquiler/;Calle de AyalaSalamanca, Madrid, 28001;Planta Baja;
Calle Montesa;2.500;180;;  ;https://belbex.com/detalles/calle-montesa/as5375/alquiler/;Calle MontesaSalamanca, Madrid, 28006;Planta Baja;
Calle General Diaz Porlier;4.500;190;;  ;https://belbex.com/detalles/calle-general-diaz-porlier/uh5253/alquiler/;Calle General Díaz PorlierSalamanca, Madrid, 28001;Planta Baja;
Calle Maldonado;2.000;100;;  ;https://belbex.com/detalles/calle-maldonado/ib3425/alquiler/;Calle MaldonadoSalamanca, Madrid, 28006;Planta Baja;
Puente de Vallecas;475;49;;  ;https://belbex.com/detalles/puente-de-vallecas/zp0856/alquiler/;Puente de VallecasPuente de Vallecas, Madrid, 28038;Planta Baja;
Zona Lista;3.900;270;;  ;https://belbex.com/detalles/zona-lista/gr7721/alquiler/;Zona ListaSalamanca, Madrid, 28006;Planta Baja;
Calle Elvira;4.200;435;;  ;https://belbex.com/detalles/calle-elvira/my7850/alquiler/;Calle ElviraSalamanca, Madrid, 28028;Planta Baja;
Calle Lagasca, 120;1.400;90;;  ;https://belbex.com/detalles/calle-lagasca-120/rz5757/alquiler/;Calle Lagasca, 120Salamanca, Madrid, 28006;Planta Baja;
Calle Zaragoza, 3;450;122;;  ;https://belbex.com/detalles/calle-zaragoza-3/ve8617/alquiler/;Calle Zaragoza, 3Móstoles, Madrid, 28934;Planta Baja;
Zona Prosperidad;2.000;150;;  ;https://belbex.com/detalles/zona-prosperidad/os1267/alquiler/;Zona ProsperidadChamartín, Madrid, 28002;Planta Baja;
Calle Emilio Munoz;2.000;180;;  ;https://belbex.com/detalles/calle-emilio-munoz/lt9883/alquiler/;Calle Emilio MuñozSan Blas - Canillejas, Madrid, 28037;Planta Baja;
Calle Yebenes, 69;700;70;;  ;https://belbex.com/detalles/calle-yebenes-69/cb6358/alquiler/;Calle Yebenes, 69La Latina, Madrid, 28047;Planta Baja;
Barrio Las Letras;1.500;150;;  ;https://belbex.com/detalles/barrio-las-letras/lo6538/alquiler/;Barrio Las LetrasCentro, Madrid, 28014;Planta Baja;
Zona Malasana;1.640;90;;  ;https://belbex.com/detalles/zona-malasana/oh1671/alquiler/;Zona MalasañaCentro, Madrid, 28015;Planta Baja;
Calle Urquiza, 3;6.000;744;;  ;https://belbex.com/detalles/calle-urquiza-3/te3263/alquiler/;Calle Urquiza, 3Ciudad Lineal, Madrid, 28017;Planta Baja;
Calle Alcala;3.000;350;;  ;https://belbex.com/detalles/calle-alcala/uj8683/alquiler/;Calle AlcaláSan Blas - Canillejas, Madrid, 28027;Planta Baja;
Centro Comercial Madrid Sur, Avenida Pablo Neruda;3.200;80;;  ;https://belbex.com/detalles/centro-comercial-madrid-sur-avenida-pablo-neruda/gh5526/alquiler/;Centro Comercial Madrid Sur, Avenida Pablo NerudaPuente de Vallecas, Madrid, 28018;Planta 1;
Calle Concepcion Jeronima;6.500;450;;  ;https://belbex.com/detalles/calle-concepcion-jer-nima/wu3522/alquiler/;Calle Concepción JerónimaCentro, Madrid, 28012;Planta Baja;
Calle Odonnell;3.500;115;;  ;https://belbex.com/detalles/calle-odonnell/kz8143/alquiler/;Calle OdonnellRetiro, Madrid, 28009;Planta Baja;
Calle Desengano, 22;1.995;145;;  ;https://belbex.com/detalles/calle-desengano-22/eo0861/alquiler/;Calle Desengaño, 22Centro, Madrid, 28004;Planta Baja;
Calle Serrano;18.000;460;;  ;https://belbex.com/detalles/calle-serrano/go8022/alquiler/;Calle SerranoSalamanca, Madrid, 28006;Planta Baja;
Calle Agustin de Betancourt, 19;14.630;770;;  ;https://belbex.com/detalles/calle-agustin-de-betancourt-19/qt0491/alquiler/;Calle Agustín de Betancourt, 19Chamberí, Madrid, 28003;Planta Baja;
Avenida Constitucion;1.500;51;;  ;https://belbex.com/detalles/avenida-constitucion/ot6375/alquiler/;Avenida ConstituciónMóstoles, Madrid, 28931;Planta Baja;
Zona Avenida Constitucion;1.400;55;;  ;https://belbex.com/detalles/zona-avenida-constitucion/yk0122/alquiler/;Zona Avenida ConstituciónMóstoles, Madrid, 28931;Planta Baja;
Calle Puebla, 7;6.900;637;;  ;https://belbex.com/detalles/calle-puebla-7/eq5856/alquiler/;Calle Puebla, 7Centro, Madrid, 28004;Planta Baja;
Plaza Salesas, 11;3.495;125;;  ;https://belbex.com/detalles/plaza-salesas-11/xy1786/alquiler/;Plaza Salesas, 11Centro, Madrid, 28004;Planta Baja;
Calle Doctora;650;60;;  ;https://belbex.com/detalles/calle-doctora/nx9231/alquiler/;Calle DoctoraNavalcarnero, Madrid, 28600;Planta Baja;
Calle Rafael Finat;600;30;;  ;https://belbex.com/detalles/calle-rafael-finat/ug0922/alquiler/;Calle Rafael FinatLa Latina, Madrid, 28044;Planta Baja;
Calle Beatas;650;225;;  ;https://belbex.com/detalles/calle-beatas/vt9160/alquiler/;Calle BeatasNavalcarnero, Madrid, 28600;Planta Baja;
Zona Centro;450;100;;  ;https://belbex.com/detalles/zona-centro/pn5137/alquiler/;Zona CentroCampo Real, Madrid, 28510;Planta Baja;
Calle Mercado, 12;600;100;;  ;https://belbex.com/detalles/calle-mercado-12/zu4137/alquiler/;Calle Mercado, 12Campo Real, Madrid, 28510;Planta Baja;
Calle Arapiles, 18;Precioaconsultar;5;;  ;https://belbex.com/detalles/calle-arapiles-18/qj6852/alquiler/;Calle Arapiles, 18Chamberí, Madrid, 28015;Planta Baja;
Calle Rosario, 7;6.900;500;;  ;https://belbex.com/detalles/calle-rosario-7/cu4155/alquiler/;Calle Rosario, 7Centro, Madrid, 28005;Planta Baja;
Calle Ayala;2.975;167;;  ;https://belbex.com/detalles/calle-ayala/qu2687/alquiler/;Calle AyalaSalamanca, Madrid, 28001;Planta Baja;
Calle Meson de Paredes, 7;2.200;177;;  ;https://belbex.com/detalles/calle-meson-de-paredes-7/js1047/alquiler/;Calle Mesón de Paredes, 7Centro, Madrid, 28012;Planta Baja;
Calle Camelias, 5;400;44;;  ;https://belbex.com/detalles/calle-camelias-5/zc4399/alquiler/;Calle Camelias, 5Getafe, Madrid, 28903;Planta Baja;
Calle Jesus del Valle, 28;1.500;104;;  ;https://belbex.com/detalles/calle-jesus-del-valle-28/ii6628/alquiler/;Calle Jesús del Valle, 28Centro, Madrid, 28004;Planta Baja;
