Titulo;Precio;m2;Telefono;Descripcion;Link;Direccion;Observaciones;
Calle de la Magdalena, 1;5.000;170;;  ;https://belbex.com/detalles/calle-de-la-magdalena-1/bn8589/alquiler/;Calle de la Magdalena, 1Centro, Madrid, 28012;Planta Baja;
Calle Maestro Victoria, 8;35.000;609;;  ;https://belbex.com/detalles/calle-maestro-victoria-8/el4165/alquiler/;Calle Maestro Victoria, 8Centro, Madrid, 28013;Planta Baja;
Calle Sal, 1;15.000;150;;  ;https://belbex.com/detalles/calle-sal-1/gp1007/alquiler/;Calle Sal, 1Centro, Madrid, 28012;Planta Baja;
Calle de la Flor Baja, 1;2.100;61;;  ;https://belbex.com/detalles/calle-de-la-flor-baja-1/dm0147/alquiler/;Calle de la Flor Baja, 1Centro, Madrid, 28013;Planta Baja;
Calle Carranza, 3;3.500;93;;  ;https://belbex.com/detalles/calle-carranza-3/io9465/alquiler/;Calle Carranza, 3Centro, Madrid, 28004;Planta Baja;
Calle Donoso Cortes;4.800;304;;  ;https://belbex.com/detalles/calle-donoso-cortes/ld0351/alquiler/;Calle Donoso CortésChamberí, Madrid, 28015;Planta Baja;
Calle Princesa, 60;3.500;87;;  ;https://belbex.com/detalles/calle-princesa-60/ml1550/alquiler/;Calle Princesa, 60Chamberí, Madrid, 28008;Planta Baja;
Plaza de San Miguel, 7;1.800;44;;  ;https://belbex.com/detalles/plaza-de-san-miguel-7/ob8385/alquiler/;Plaza de San Miguel, 7Centro, Madrid, 28005;Planta Semisótano;
Calle Orellana, 7;4.000;208;;  ;https://belbex.com/detalles/calle-orellana-7/ow1427/alquiler/;Calle Orellana, 7Centro, Madrid, 28004;Planta Baja;
Calle Mayor, 41;6.500;165;;  ;https://belbex.com/detalles/calle-mayor-41/pu9239/alquiler/;Calle Mayor, 41Centro, Madrid, 28013;Planta Baja;
Calle Santa Cruz de Marcenado, 7;9.000;723;;  ;https://belbex.com/detalles/calle-santa-cruz-de-marcenado-7/rn5663/alquiler/;Calle Santa Cruz de Marcenado, 7Centro, Madrid, 28015;Planta Baja;
Avenida Machupichu, 16;25.000;1.309;;  ;https://belbex.com/detalles/avenida-machupichu-16/tz2973/alquiler/;Avenida Machupichu, 16Hortaleza, Madrid, 28043;Planta Baja;
Calle Alcala, 181;3.500;95;;  ;https://belbex.com/detalles/calle-alcala-181/up2382/alquiler/;Calle Alcalá, 181Salamanca, Madrid, 28009;Planta Baja;
Calle Mayor, 6;4.500;75;;  ;https://belbex.com/detalles/calle-mayor-6/vx8712/alquiler/;Calle Mayor, 6Centro, Madrid, 28013;Planta Baja;
Calle Fuencarral, 86;Desde4.500;157;;  ;https://belbex.com/detalles/calle-fuencarral-86/yn5000/alquiler/;Calle Fuencarral, 86Centro, Madrid, 28004;Planta Baja;
Plaza Virgen del Romero;Precioaconsultar;119;;  ;https://belbex.com/detalles/plaza-virgen-del-romero/jx4267/alquiler/;Plaza Virgen del RomeroCiudad Lineal, Madrid, 28027;Planta Baja;
Calle de Ibiza, 28;2.700;93;;  ;https://belbex.com/detalles/calle-de-ibiza-28/tu1892/alquiler/;Calle de Ibiza, 28Retiro, Madrid, 28009;Planta Baja;
Calle Jose Ortega y Gasset;4.100;200;;  ;https://belbex.com/detalles/calle-jose-ortega-y-gasset/la0533/alquiler/;Calle José Ortega y GassetSalamanca, Madrid, 28006;Planta Baja;
Calle Juan Gris;600;95;;  ;https://belbex.com/detalles/calle-juan-gris/ht8747/alquiler/;Calle Juan GrisMejorada del Campo, Madrid, 28840;Planta Baja;
Calle Torrelaguna;400;50;;  ;https://belbex.com/detalles/calle-torrelaguna/bg6699/alquiler/;Calle TorrelagunaCiudad Lineal, Madrid, 28027;Planta Baja;
Carretera Pardo, 11;3.000;188;;  ;https://belbex.com/detalles/carretera-pardo-11/qz4852/alquiler/;Carretera Pardo, 11Fuencarral - El Pardo, Madrid, 28035;Planta Baja;
Avenida de Colmenar Viejo;3.200;174;;  ;https://belbex.com/detalles/avenida-de-colmenar-viejo/bt9115/alquiler/;Avenida de Colmenar ViejoTres Cantos, Madrid, 28760;Planta Baja;
Avenida Juan Pablo II;930;150;;  ;https://belbex.com/detalles/avenida-juan-pablo-ii/yo7000/alquiler/;Avenida Juan Pablo IITres Cantos, Madrid, 28760;Planta Baja;
Calle Albino Hernandez Lazaro;833;107;;  ;https://belbex.com/detalles/calle-albino-hernandez-l-zaro/km5053/alquiler/;Calle Albino Hernández LázaroVillaverde, Madrid, 28021;Planta Baja;
Paseo Descubrimiento;1.000;140;;  ;https://belbex.com/detalles/paseo-descubrimiento/au4427/alquiler/;Paseo DescubrimientoSan Martín de la Vega, Madrid, 28330;Planta Baja;
C.C. Zocoslada, Avenida Espana, 23;350;33;;  ;https://belbex.com/detalles/c-c-zocoslada-avenida-espana-23/cd9118/alquiler/;C.C. Zocoslada, Avenida España, 23Coslada, Madrid, 28820;Planta Baja;
C.C. Zocoslada, Avenida Espana, 23;Precioaconsultar;50;;  ;https://belbex.com/detalles/c-c-zocoslada-avenida-espana-23/qs2129/alquiler/;C.C. Zocoslada, Avenida España, 23Coslada, Madrid, 28820;Planta 1;
Avenida Palomeras, 119;2.500;250;;  ;https://belbex.com/detalles/avenida-palomeras-119/qx7285/alquiler/;Avenida Palomeras, 119Puente de Vallecas, Madrid, 28038;Planta Baja;
Avenida Pablo Neruda, 68;3.500;340;;  ;https://belbex.com/detalles/avenida-pablo-neruda-68/zs3102/alquiler/;Avenida Pablo Neruda, 68Puente de Vallecas, Madrid, 28038;Planta Baja;
Calle Maldonado, 43;12.000;826;;  ;https://belbex.com/detalles/calle-maldonado-43/ie2634/alquiler/;Calle Maldonado, 43Salamanca, Madrid, 28006;Planta Baja;
Calle Villavieja, 2;800;90;;  ;https://belbex.com/detalles/calle-villavieja-2/gv5762/alquiler/;Calle Villavieja, 2La Latina, Madrid, 28011;Planta Baja;
Calle Isabel de Farnesio, 68;1.000;100;;  ;https://belbex.com/detalles/calle-isabel-de-farnesio-68/vq3349/alquiler/;Calle Isabel de Farnesio, 68Boadilla del Monte, Madrid, 28660;Planta Baja;
Paseo Pintor Rosales;30.929;463;;  ;https://belbex.com/detalles/paseo-pintor-rosales/kh3873/alquiler/;Paseo Pintor RosalesMoncloa - Aravaca, Madrid, 28008;Planta Baja;
Calle General Alvarez de Castro;1.300;145;;  ;https://belbex.com/detalles/calle-general-lvarez-de-castro/bb5490/alquiler/;Calle General Álvarez de CastroChamberí, Madrid, 28010;Planta Baja;
Calle Embajadores, 115;2.000;180;;  ;https://belbex.com/detalles/calle-embajadores-115/pi9114/alquiler/;Calle Embajadores, 115Arganzuela, Madrid, 28045;Planta Baja;
Calle Nereida, 14;4.500;390;;  ;https://belbex.com/detalles/calle-nereida-14/qr4648/alquiler/;Calle Nereida, 14Arganzuela, Madrid, 28045;Planta Baja;
Avenida Marcial Llorente, 226;Precioaconsultar;796;;  ;https://belbex.com/detalles/avenida-marcial-llorente-226/qf7567/alquiler/;Avenida Marcial Llorente, 226Pelayos de la Presa, Madrid, 28696;Planta Baja;
Calle Asturias, 3;600;50;;  ;https://belbex.com/detalles/calle-asturias-3/dk2323/alquiler/;Calle Asturias, 3Collado Villalba, Madrid, 28400;Planta Baja;
Calle Müller, 40;900;220;;  ;https://belbex.com/detalles/calle-muller-40/wx7214/alquiler/;Calle Müller, 40Tetuán, Madrid, 28029;Planta Baja;
Calle Alonso Heredia, 11;550;55;;  ;https://belbex.com/detalles/calle-alonso-heredia-11/hj2621/alquiler/;Calle Alonso Heredia, 11Salamanca, Madrid, 28028;Planta Baja;
Calle Santa Teresa de Jesus, 7;Precioaconsultar;65;;  ;https://belbex.com/detalles/calle-santa-teresa-de-jesus-7/mv9607/alquiler/;Calle Santa Teresa de Jesús, 7Collado Villalba, Madrid, 28400;Planta Baja;
Calle Eugenio Salazar, 42;850;112;;  ;https://belbex.com/detalles/calle-eugenio-salazar-42/eg0642/alquiler/;Calle Eugenio Salazar, 42Chamartín, Madrid, 28002;Planta Baja;
Calle Toledo;1.100;100;;  ;https://belbex.com/detalles/calle-toledo/lr9586/alquiler/;Calle ToledoCentro, Madrid, 28005;Planta Baja;
Paseo de Delicias;1.950;100;;  ;https://belbex.com/detalles/paseo-de-delicias/ed5421/alquiler/;Paseo de DeliciasArganzuela, Madrid, 28045;Planta Baja;
Zona campo municipal;1.200;320;;  ;https://belbex.com/detalles/zona-campo-municipal/su4405/alquiler/;Zona campo municipalNavas del Rey, Madrid, 28695;Planta Baja;
Calle de las Procesiones, 32;500;115;;  ;https://belbex.com/detalles/calle-de-las-procesiones-32/ap6148/alquiler/;Calle de las Procesiones, 32Galapagar, Madrid, 28260;Planta Baja;
Pasaje Radio, 7;1.000;180;;  ;https://belbex.com/detalles/pasaje-radio-7/ss2000/alquiler/;Pasaje Radio, 7Alcobendas, Madrid, 28100;Planta Baja;
Calle Pilar, 16;800;104;;  ;https://belbex.com/detalles/calle-pilar-16/fj8011/alquiler/;Calle Pilar, 16San Sebastián de los Reyes, Madrid, 28700;Planta Baja;
Plaza Sector Oficios, 32;520;48;;  ;https://belbex.com/detalles/plaza-sector-oficios-32/jn4330/alquiler/;Plaza Sector Oficios, 32Tres Cantos, Madrid, 28760;Planta 1;
Calle Clara del Rey, 52;1.400;100;;  ;https://belbex.com/detalles/calle-clara-del-rey-52/kg9714/alquiler/;Calle Clara del Rey, 52Chamartín, Madrid, 28002;Planta Sótano;
Avenida Viena, 8;600;49;;  ;https://belbex.com/detalles/avenida-viena-8/op5936/alquiler/;Avenida Viena, 8Coslada, Madrid, 28820;Planta Baja;
Calle Colon, 13;350;25;;  ;https://belbex.com/detalles/calle-colon-13/jh6026/alquiler/;Calle Colón, 13Sevilla la Nueva, Madrid, 28609;Planta Baja;
Calle Lopez de Hoyos, 202;1.600;100;;  ;https://belbex.com/detalles/calle-lopez-de-hoyos-202/zn8754/alquiler/;Calle López de Hoyos, 202Chamartín, Madrid, 28002;Planta Baja;
Zona Juncal;490;158;;  ;https://belbex.com/detalles/zona-juncal/sy1819/alquiler/;Zona JuncalTorrejón de Ardoz, Madrid, 28850;Planta Baja;
Zona Juncal;650;50;;  ;https://belbex.com/detalles/zona-juncal/xb5108/alquiler/;Zona JuncalTorrejón de Ardoz, Madrid, 28850;Planta Baja;
Zona Rinconada;3.000;339;;  ;https://belbex.com/detalles/zona-rinconada/zp6593/alquiler/;Zona RinconadaAlcalá de Henares, Madrid, 28803;Planta Baja;
Calle Fuenlabrada, 78;1.000;680;;  ;https://belbex.com/detalles/calle-fuenlabrada-78/ma2298/alquiler/;Calle Fuenlabrada, 78Parla, Madrid, 28980;Planta Baja;
Calle Alameda del Valle, 22;1.200;180;;  ;https://belbex.com/detalles/calle-alameda-del-valle-22/ge4498/alquiler/;Calle Alameda del Valle, 22Villa de Vallecas, Madrid, 28031;Planta Baja;
Calle Cudillero, 57;2.995;145;;  ;https://belbex.com/detalles/calle-cudillero-57/gd6035/alquiler/;Calle Cudillero, 57Torrelodones, Madrid, 28250;Planta Baja;
Calle de Granada, 2;1.800;581;;  ;https://belbex.com/detalles/calle-de-granada-2/lp3729/alquiler/;Calle de Granada, 2Galapagar, Madrid, 28260;Planta Baja;
Calle San Fernando, 6;650;208;;  ;https://belbex.com/detalles/calle-san-fernando-6/hd2332/alquiler/;Calle San Fernando, 6Collado Villalba, Madrid, 28400;Planta Baja;
Calle Isla Graciosa;600;88;;  ;https://belbex.com/detalles/calle-isla-graciosa/jm1460/alquiler/;Calle Isla GraciosaFuencarral - El Pardo, Madrid, 28034;Planta Baja;
Zona Prado Norte;2.300;265;;  ;https://belbex.com/detalles/zona-prado-norte/gn3670/alquiler/;Zona Prado NorteAlgete, Madrid, 28110;Planta Baja;
Zona Centro;650;55;;  ;https://belbex.com/detalles/zona-centro/aa8784/alquiler/;Zona CentroFuente el Saz de Jarama, Madrid, 28140;Planta Baja;
Calle Anita Martinez;400;75;;  ;https://belbex.com/detalles/calle-anita-martinez/er6518/alquiler/;Calle Anita MartínezLeganés, Madrid, 28918;Planta Baja;
Avenida Juan Carlos I, 80;850;120;;  ;https://belbex.com/detalles/avenida-juan-carlos-i-80/fw9010/alquiler/;Avenida Juan Carlos I, 80Alcalá de Henares, Madrid, 28806;Planta Baja;
Avenida de Espana;3.000;315;;  ;https://belbex.com/detalles/avenida-de-espana/rf1280/alquiler/;Avenida de EspañaMajadahonda, Madrid, 28220;Planta Baja;
Zona Jesusa Lara;450;52;;  ;https://belbex.com/detalles/zona-jesusa-lara/bu9704/alquiler/;Zona Jesusa LaraTorrelodones, Madrid, 28250;Planta Baja;
Plaza Mar Caribe, 1;Precioaconsultar;164;;  ;https://belbex.com/detalles/plaza-mar-caribe-1/aw8054/alquiler/;Plaza Mar Caribe, 1Coslada, Madrid, 28820;Planta Baja;
Paseo Pontones, 15;1.000;52;;  ;https://belbex.com/detalles/paseo-pontones-15/mk6644/alquiler/;Paseo Pontones, 15Arganzuela, Madrid, 28005;Planta Baja;
Calle Codorniz, 8;380;40;;  ;https://belbex.com/detalles/calle-codorniz-8/xx0629/alquiler/;Calle Codorniz, 8Carabanchel, Madrid, 28047;Planta Baja;
Calle Embajadores;3.000;350;;  ;https://belbex.com/detalles/calle-embajadores/tv7194/alquiler/;Calle EmbajadoresArganzuela, Madrid, 28045;Planta Baja;
Calle Perseo, 3;1.250;150;;  ;https://belbex.com/detalles/calle-perseo-3/ze1916/alquiler/;Calle Perseo, 3Móstoles, Madrid, 28938;Planta Baja;
Calle San Roque;750;300;;  ;https://belbex.com/detalles/calle-san-roque/jj1928/alquiler/;Calle San RoqueParla, Madrid, 28982;Planta Baja;
Zona el Reston;3.500;645;;  ;https://belbex.com/detalles/zona-el-reston/uh7651/alquiler/;Zona el RestónValdemoro, Madrid, 28340;Planta Baja;
Calle Colegio, 20;2.000;284;;  ;https://belbex.com/detalles/calle-colegio-20/pv3862/alquiler/;Calle Colegio, 20Valdemoro, Madrid, 28340;Planta Baja;
Calle Reina Victoria;2.000;185;;  ;https://belbex.com/detalles/calle-reina-victoria/yt7566/alquiler/;Calle Reina VictoriaParla, Madrid, 28980;Planta Baja;
Calle Capitan Antonio del Oro Pulido;1.300;160;;  ;https://belbex.com/detalles/calle-capitan-antonio-del-oro-pulido/as1022/alquiler/;Calle Capitán Antonio del Oro PulidoCiempozuelos, Madrid, 28350;Planta Baja;
Calle de Galileo;950;97;;  ;https://belbex.com/detalles/calle-de-galileo/si9437/alquiler/;Calle de GalileoChamberí, Madrid, 28015;Planta Baja;
Calle General Margallo, 22;650;36;;  ;https://belbex.com/detalles/calle-general-margallo-22/ox7019/alquiler/;Calle General Margallo, 22Tetuán, Madrid, 28020;Planta Baja;
Plaza de Europa, 19;1.050;135;;  ;https://belbex.com/detalles/plaza-de-europa-19/ia5054/alquiler/;Plaza de Europa, 19Torrejón de Ardoz, Madrid, 28850;Planta Baja;
Calle Santa Julia, 7;400;30;;  ;https://belbex.com/detalles/calle-santa-julia-7/ek7943/alquiler/;Calle Santa Julia, 7Puente de Vallecas, Madrid, 28053;Planta Baja;
Avenida Principe de Asturias, 129;400;26;;  ;https://belbex.com/detalles/avenida-principe-de-asturias-129/xj5734/alquiler/;Avenida Príncipe de Asturias, 129Villaviciosa de Odón, Madrid, 28670;Planta Baja;
Zocoslada;400;30;;  ;https://belbex.com/detalles/zocoslada/va7051/alquiler/;ZocosladaCoslada, Madrid, 28820;Planta Baja;
Galeria comercial Pryconsa, Calle Panades, 1;250;30;;  ;https://belbex.com/detalles/galeria-comercial-pryconsa-calle-panades-1/fs2939/alquiler/;Galería comercial Pryconsa, Calle Panadés, 1Leganés, Madrid, 28915;Planta Baja;
Avenida Camilo Jose Cela, 30;1.500;150;;  ;https://belbex.com/detalles/avenida-camilo-jose-cela-30/kh5707/alquiler/;Avenida Camilo José Cela, 30Alcobendas, Madrid, 28108;Planta Baja;
Avenida Fuenlabrada, 28;500;70;;  ;https://belbex.com/detalles/avenida-fuenlabrada-28/wc6556/alquiler/;Avenida Fuenlabrada, 28Leganés, Madrid, 28912;Planta Baja;
Calle Mexico, 17;800;70;;  ;https://belbex.com/detalles/calle-mexico-17/fh6887/alquiler/;Calle México, 17Coslada, Madrid, 28820;Planta Baja;
Avenida Portugal, 19;800;89;;  ;https://belbex.com/detalles/avenida-portugal-19/rd1892/alquiler/;Avenida Portugal, 19Alcorcón, Madrid, 28921;Planta Baja;
Calle Caceres, 13;400;32;;  ;https://belbex.com/detalles/calle-caceres-13/ag7867/alquiler/;Calle Cáceres, 13Alcorcón, Madrid, 28921;Planta Baja;
Calle Butarque, 8;600;40;;  ;https://belbex.com/detalles/calle-butarque-8/db1307/alquiler/;Calle Butarque, 8Leganés, Madrid, 28911;Planta Baja;
Calle Conde Rodriguez San Pedro, 39;250;28;;  ;https://belbex.com/detalles/calle-conde-rodriguez-san-pedro-39/dt3800/alquiler/;Calle Conde Rodríguez San Pedro, 39Puente de Vallecas, Madrid, 28053;Planta Baja;
Calle Isabel Farnesio, 27;1.750;250;;  ;https://belbex.com/detalles/calle-isabel-farnesio-27/dr2982/alquiler/;Calle Isabel Farnesio, 27Boadilla del Monte, Madrid, 28660;Planta Baja;
Calle Segovia, 1;900;137;;  ;https://belbex.com/detalles/calle-segovia-1/jx9808/alquiler/;Calle Segovia, 1Alcobendas, Madrid, 28100;Planta Baja;
Paseo Extremadura, 84;2.000;190;;  ;https://belbex.com/detalles/paseo-extremadura-84/xk2289/alquiler/;Paseo Extremadura, 84La Latina, Madrid, 28011;Planta Baja;
Avenida Aurora Boreal, 21;1.600;145;;  ;https://belbex.com/detalles/avenida-aurora-boreal-21/yh2403/alquiler/;Avenida Aurora Boreal, 21Vicálvaro, Madrid, 28032;Planta Baja;
Calle Lagasca;12.400;300;;  ;https://belbex.com/detalles/calle-lagasca/wp1204/alquiler/;Calle LagascaSalamanca, Madrid, 28006;Planta Baja;
Calle Jesusa Lara;600;35;;  ;https://belbex.com/detalles/calle-jesusa-lara/oj9399/alquiler/;Calle Jesusa LaraTorrelodones, Madrid, 28250;Planta Baja;
Calle Jesus Lara, 18;900;105;;  ;https://belbex.com/detalles/calle-jesus-lara-18/cr2167/alquiler/;Calle Jesús Lara, 18Torrelodones, Madrid, 28250;Planta Semisótano;
Torrelodones, Pueblo;975;90;;  ;https://belbex.com/detalles/torrelodones-pueblo/mh5270/alquiler/;Torrelodones, PuebloTorrelodones, Madrid, 28250;Planta Baja;
Zona Centro;750;90;;  ;https://belbex.com/detalles/zona-centro/ns0359/alquiler/;Zona CentroTorrelodones, Madrid, 28250;Planta Baja;
Calle Agapito Martinez;990;90;;  ;https://belbex.com/detalles/calle-agapito-martinez/qt2109/alquiler/;Calle Agapito MartínezTorrelodones, Madrid, 28250;Planta 1;
Calle Angel Yaüe;1.035;140;;  ;https://belbex.com/detalles/calle-ngel-yaue/zr1623/alquiler/;Calle Ángel YaüeTorrelodones, Madrid, 28250;Planta Baja;
Zona Estacion;Desde800;80   316;;  ;https://belbex.com/detalles/zona-estacion/rs0064/alquiler/;Zona EstaciónRozas de Madrid (Las), Madrid, 28230;Plantas Baja - Baja;
Calle de los Alpechines;500;65;;  ;https://belbex.com/detalles/calle-de-los-alpechines/mb8511/alquiler/;Calle de los AlpechinesSan Fernando de Henares, Madrid, 28830;Planta Baja;
Calle Puerto Rico;1.000;102;;  ;https://belbex.com/detalles/calle-puerto-rico/ud5838/alquiler/;Calle Puerto RicoMajadahonda, Madrid, 28220;Planta Baja;
Calle Colegiata, 6;3.300;196;;  ;https://belbex.com/detalles/calle-colegiata-6/br1892/alquiler/;Calle Colegiata, 6Centro, Madrid, 28012;Planta Baja;
Calle Salustiano Martinez;300;71;;  ;https://belbex.com/detalles/calle-salustiano-martinez/mg6887/alquiler/;Calle Salustiano MartínezArganda del Rey, Madrid, 28500;Planta Baja;
Zona Nueva Alcala;700;80;;  ;https://belbex.com/detalles/zona-nueva-alcala/mc6691/alquiler/;Zona Nueva AlcaláAlcalá de Henares, Madrid, 28803;Planta Baja;
Calle Carlos Sainz, 7;Desde930;186   828;;  ;https://belbex.com/detalles/calle-carlos-sainz-7/ut1165/alquiler/;Calle Carlos Sainz, 7Leganés, Madrid, 28914;Plantas Baja - Baja;
Edificio Leguario, Avenida del Leguario, 49;Desde652;62   1.164;;  ;https://belbex.com/detalles/edificio-leguario-avenida-del-leguario-49/oz2581/alquiler/;Edificio Leguario, Avenida del Leguario, 49Parla, Madrid, 28980;Plantas Baja - Baja;
Calle Arena;800;120;;  ;https://belbex.com/detalles/calle-arena/bk2080/alquiler/;Calle ArenaParla, Madrid, 28980;Planta Baja;
Deyanira, Calle Deyanira, 55;825;72;;  ;https://belbex.com/detalles/deyanira-calle-deyanira-55/dt0569/alquiler/;Deyanira, Calle Deyanira, 55San Blas - Canillejas, Madrid, 28022;Planta Baja;
Calle Polvoranca;Desde900;34   120;;  ;https://belbex.com/detalles/calle-polvoranca/dv4342/alquiler/;Calle PolvorancaLeganés, Madrid, 28911;Planta Baja;
Calle Miguel Yuste;12.390;643;;  ;https://belbex.com/detalles/calle-miguel-yuste/gq7587/alquiler/;Calle Miguel YusteSan Blas - Canillejas, Madrid, 28037;Planta Baja;
Plaza de la Fuensanta;660;60;;  ;https://belbex.com/detalles/plaza-de-la-fuensanta/hx4356/alquiler/;Plaza de la FuensantaMóstoles, Madrid, 28934;Planta Baja;
Avenida Entrevias;1.250;250;;  ;https://belbex.com/detalles/avenida-entrevias/jt2343/alquiler/;Avenida EntrevíasPuente de Vallecas, Madrid, 28053;Planta Baja;
Plaza Conde del Valle de Suchil;1.628;468;;  ;https://belbex.com/detalles/plaza-conde-del-valle-de-suchil/kp5282/alquiler/;Plaza Conde del Valle de SuchilChamberí, Madrid, 28015;Planta Baja;
Calle Rio Guadiana;550;90;;  ;https://belbex.com/detalles/calle-rio-guadiana/lg4952/alquiler/;Calle Río GuadianaParla, Madrid, 28980;Planta Baja;
Calle Manuel Tovar;Precioaconsultar;138;;  ;https://belbex.com/detalles/calle-manuel-tovar/lo1168/alquiler/;Calle Manuel TovarFuencarral - El Pardo, Madrid, 28034;Planta Baja;
Calle Maria Pedraza;770;94;;  ;https://belbex.com/detalles/calle-maria-pedraza/lt1101/alquiler/;Calle María PedrazaTetuán, Madrid, 28039;Planta Baja;
Calle Estrella Antares;1.500;240;;  ;https://belbex.com/detalles/calle-estrella-antares/lx6868/alquiler/;Calle Estrella AntaresParla, Madrid, 28983;Planta Baja;
Zona Villaverde;Desde635;80   161;;  ;https://belbex.com/detalles/zona-villaverde/ny4051/alquiler/;Zona VillaverdeVillaverde, Madrid, 28021;Plantas Baja - Baja;
Plaza Pablo Picasso;1.450;120;;  ;https://belbex.com/detalles/plaza-pablo-picasso/ot7056/alquiler/;Plaza Pablo PicassoAlcobendas, Madrid, 28100;Planta Baja;
Calle Deyanira;Precioaconsultar;331   741;;  ;https://belbex.com/detalles/calle-deyanira/qg6752/alquiler/;Calle DeyaniraSan Blas - Canillejas, Madrid, 28022;Plantas Baja - Baja;
Calle Rodriguez San Pedro;1.240;365;;  ;https://belbex.com/detalles/calle-rodriguez-san-pedro/qw5094/alquiler/;Calle Rodríguez San PedroChamberí, Madrid, 28015;Planta Baja;
Calle Maestro;770;159;;  ;https://belbex.com/detalles/calle-maestro/uy8464/alquiler/;Calle MaestroLeganés, Madrid, 28914;Planta Baja;
Calle Extremadura;350;80;;  ;https://belbex.com/detalles/calle-extremadura/vj1329/alquiler/;Calle ExtremaduraFuenlabrada, Madrid, 28944;Planta Baja;
Calle Rosales;1.800;323;;  ;https://belbex.com/detalles/calle-rosales/xp3776/alquiler/;Calle RosalesSan Sebastián de los Reyes, Madrid, 28700;Planta Baja;
Calle Planeta Urano;9.900;4.500;;  ;https://belbex.com/detalles/calle-planeta-urano/xr2686/alquiler/;Calle Planeta UranoParla, Madrid, 28980;Planta Baja;
Avenida de las Estrellas;580;150;;  ;https://belbex.com/detalles/avenida-de-las-estrellas/za6678/alquiler/;Avenida de las EstrellasParla, Madrid, 28983;Planta Baja;
Calle Negritas, 26;Desde200;34;;  ;https://belbex.com/detalles/calle-negritas-26/qa4260/alquiler/;Calle Negritas, 26Valdemoro, Madrid, 28342;Planta Baja;
Plaza Afligidos, 1;500;60;;  ;https://belbex.com/detalles/plaza-afligidos-1/wq6091/alquiler/;Plaza Afligidos, 1Alcobendas, Madrid, 28100;Planta Baja;
Calle Sebastian Alvaro, 8;800;80;;  ;https://belbex.com/detalles/calle-sebastian-lvaro-8/vl9163/alquiler/;Calle Sebastián Álvaro, 8La Latina, Madrid, 28024;Planta Baja;
Calle Castillo de Simancas, 22;500;35;;  ;https://belbex.com/detalles/calle-castillo-de-simancas-22/wn3360/alquiler/;Calle Castillo de Simancas, 22San Blas - Canillejas, Madrid, 28037;Planta Baja;
Calle Ciempozuelos, 2;450;48;;  ;https://belbex.com/detalles/calle-ciempozuelos-2/iq2091/alquiler/;Calle Ciempozuelos, 2Getafe, Madrid, 28901;Planta Baja;
Calle Jose Abascal;2.500;105;;  ;https://belbex.com/detalles/calle-jose-abascal/nm6452/alquiler/;Calle José AbascalChamberí, Madrid, 28003;Planta Baja;
Calle Marques de Urquijo;2.300;93;;  ;https://belbex.com/detalles/calle-marques-de-urquijo/da0921/alquiler/;Calle Marqués de UrquijoMoncloa - Aravaca, Madrid, 28008;Planta Baja;
Calle Alonso Cano;1.390;124;;  ;https://belbex.com/detalles/calle-alonso-cano/nv5133/alquiler/;Calle Alonso CanoChamberí, Madrid, 28003;Planta Baja;
Paseo de los Pinos, 2;150;20;;  ;https://belbex.com/detalles/paseo-de-los-pinos-2/jr9368/alquiler/;Paseo de los Pinos, 2Alcalá de Henares, Madrid, 28806;Planta 1;
Calle Jaboneria, 57;660;136;;  ;https://belbex.com/detalles/calle-jaboneria-57/xg6030/alquiler/;Calle Jabonería, 57Alcorcón, Madrid, 28921;Planta Baja;
Parque Cataluna   Canada;1.800;317;;  ;https://belbex.com/detalles/parque-cataluna-ca-ada/hk4886/alquiler/;Parque Cataluña - CañadaTorrejón de Ardoz, Madrid, 28850;Planta Baja;
Paseo de la Democracia;1.500;98;;  ;https://belbex.com/detalles/paseo-de-la-democracia/wj2949/alquiler/;Paseo de la DemocraciaTorrejón de Ardoz, Madrid, 28850;Planta Baja;
Calle Virgen de la Paloma;1.200;140;;  ;https://belbex.com/detalles/calle-virgen-de-la-paloma/ws3295/alquiler/;Calle Virgen de la PalomaTorrejón de Ardoz, Madrid, 28850;Planta Baja;
Calle Nuestra Senora de los Angeles, 5;Precioaconsultar;110;;  ;https://belbex.com/detalles/calle-nuestra-senora-de-los-ngeles-5/bd2800/alquiler/;Calle Nuestra Señora de los Ángeles, 5Leganés, Madrid, 28911;Planta Baja;
Avenida Santuario de Valverde;1.150;80;;  ;https://belbex.com/detalles/avenida-santuario-de-valverde/dn9950/alquiler/;Avenida Santuario de ValverdeFuencarral - El Pardo, Madrid, 28049;Planta Baja;
Calle Ramon Gamonal;1.500;300;;  ;https://belbex.com/detalles/calle-ramon-gamonal/ah3725/alquiler/;Calle Ramón GamonalValdemorillo, Madrid, 28210;Planta Baja;
Avenida Monasterio de El Escorial;1.750;130;;  ;https://belbex.com/detalles/avenida-monasterio-de-el-escorial/gh9750/alquiler/;Avenida Monasterio de El EscorialFuencarral - El Pardo, Madrid, 28034;Planta Baja;
Calle Sanchez Pacheco;2.300;420;;  ;https://belbex.com/detalles/calle-sanchez-pacheco/kb7054/alquiler/;Calle Sanchez PachecoChamartín, Madrid, 28002;Planta Sótano;
Calle Ponzano;1.200;90;;  ;https://belbex.com/detalles/calle-ponzano/ku4777/alquiler/;Calle PonzanoChamberí, Madrid, 28003;Planta Baja;
